primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
1029,1676,559
1009,1677,559
992,1678,560
1061,1679,560
1039,1680,560
954,1681,561
1044,1682,561
101,1683,561
108,1684,562
1032,1685,562
109,1686,562
1039,1687,563
1061,1688,563
1003,1689,563
1006,1690,564
1047,1691,564
88,1692,564
1031,1693,565
1033,1694,565
100,1695,565
25,1696,566
1039,1697,566
1003,1698,566
101,1699,567
1033,1700,567
949,1701,567
1003,1702,568
1035,1703,568
947,1704,568
1008,1705,569
1058,1706,569
946,1707,569
960,1708,570
1057,1709,570
1050,1710,570
1050,1711,571
1057,1712,571
1020,1713,571
1029,1714,572
1055,1715,572
989,1716,572
109,1717,573
1053,1718,573
108,1719,573
98,1720,574
1034,1721,574
78,1722,574
975,1723,575
1042,1724,575
1000,1725,575
969,1726,576
1037,1727,576
972,1728,576
989,1729,577
1055,1730,577
984,1731,577
949,1732,578
1036,1733,578
1011,1734,578
991,1735,579
1045,1736,579
961,1737,579
1008,1738,580
1043,1739,580
958,1740,580
108,1741,581
1053,1742,581
1023,1743,581
1026,1744,582
1057,1745,582
960,1746,582
1000,1747,583
1042,1748,583
1002,1749,583
999,1750,584
1036,1751,584
982,1752,584
1013,1753,585
1041,1754,585
954,1755,585
981,1756,586
1038,1757,586
1012,1758,586
1015,1759,587
1049,1760,587
999,1761,587
995,1762,588
1057,1763,588
1026,1764,588
958,1765,589
1043,1766,589
1021,1767,589
982,1768,590
1036,1769,590
1022,1770,590
959,1771,591
1040,1772,591
1026,1773,591
998,1774,592
1056,1775,592
975,1776,592
985,1777,593
1058,1778,593
1008,1779,593
994,1780,594
1033,1781,594
1031,1782,594
101,1783,595
1044,1784,595
100,1785,595
100,1786,596
1044,1787,596
1028,1788,596
1007,1789,597
1052,1790,597
980,1791,597
1001,1792,598
1049,1793,598
1015,1794,598
86,1795,599
1050,1796,599
945,1797,599
89,1798,600
1047,1799,600
952,1800,600
976,1801,601
1046,1802,601
1007,1803,601
1019,1804,602
1057,1805,602
995,1806,602
956,1807,603
1060,1808,603
1032,1809,603
106,1810,604
1051,1811,604
107,1812,604
1020,1813,605
1057,1814,605
1019,1815,605
1038,1816,606
1059,1817,606
962,1818,606
1020,1819,607
1052,1820,607
945,1821,607
1024,1822,608
1040,1823,608
959,1824,608
945,1825,609
1050,1826,609
1020,1827,609
1025,1828,610
1045,1829,610
953,1830,610
93,1831,611
1059,1832,611
944,1833,611
1016,1834,612
1060,1835,612
956,1836,612
107,1837,613
1054,1838,613
1025,1839,613
946,1840,614
1058,1841,614
1013,1842,614
980,1843,615
1052,1844,615
1020,1845,615
1009,1846,616
1061,1847,616
992,1848,616
983,1849,617
1054,1850,617
1023,1851,617
1025,1852,618
1054,1853,618
983,1854,618
941,1855,619
1055,1856,619
1029,1857,619
1013,1858,620
1058,1859,620
1041,1860,620
1041,1861,621
1058,1862,621
985,1863,621
1008,1864,622
1048,1865,622
1043,1866,622
1043,1867,623
1048,1868,623
991,1869,623
1032,1870,624
1060,1871,624
996,1872,624
1003,1873,625
1061,1874,625
1035,1875,625
944,1876,626
1059,1877,626
1038,1878,626
110,1879,627
2,1880,627
35,1881,627
5,1882,628
98,1883,628
78,1884,628
109,1885,629
35,1886,629
34,1887,629
109,1888,630
110,1889,630
35,1890,630
1073,1891,631
1110,1892,631
39,1893,631
1091,1894,632
1113,1895,632
1111,1896,632
1073,1897,633
1115,1898,633
1110,1899,633
1080,1900,634
1081,1901,634
1074,1902,634
1114,1903,635
1186,1904,635
1071,1905,635
1111,1906,636
1159,1907,636
1091,1908,636
1117,1909,637
1133,1910,637
1118,1911,637
1133,1912,638
1144,1913,638
1118,1914,638
1071,1915,639
1186,1916,639
125,1917,639
158,1918,640
1080,1919,640
1074,1920,640
1108,1921,641
1128,1922,641
1112,1923,641
1110,1924,642
1121,1925,642
1062,1926,642
1108,1927,643
1112,1928,643
1074,1929,643
133,1930,644
1117,1931,644
1078,1932,644
128,1933,645
1106,1934,645
127,1935,645
1117,1936,646
1118,1937,646
1078,1938,646
1065,1939,647
1129,1940,647
1087,1941,647
1125,1942,648
1139,1943,648
1079,1944,648
1066,1945,649
1124,1946,649
1123,1947,649
1071,1948,650
1161,1949,650
1114,1950,650
157,1951,651
